date,보건업 및 사회복지 서비스업(86~87),제조업(10~34),도매 및 소매업(45~47),숙박 및 음식점업(55~56),"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","전문, 과학 및 기술 서비스업(70~73)",교육 서비스업(85),정보통신업(58~63),건설업(41~42),운수 및 창고업(49~52),"공공 행정, 국방 및 사회보장 행정(84)",부동산업(68),"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","예술, 스포츠 및 여가관련 서비스업(90~91)","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",금융 및 보험업(64~66),"농업, 임업 및 어업(01~03)","전기, 가스, 증기 및 공기 조절 공급업(35)",광업(05~08)
2018-06,"  525,654 ","  1,534,645 ","  500,526 ","  280,845 ","  216,005 ","  153,290 ","  108,284 ","  130,998 ","  136,963 ","  118,412 ","  37,979 ","  84,278 ","  68,847 ","  47,926 ","  32,408 ","  25,386 ","  7,827 ","  14,048 ",  795 
2018-07,"  530,311 ","  1,537,008 ","  502,911 ","  285,068 ","  226,727 ","  155,317 ","  104,158 ","  131,580 ","  137,925 ","  118,788 ","  39,441 ","  84,371 ","  69,121 ","  38,741 ","  32,754 ","  25,556 ","  7,884 ","  14,294 ",  785 
2018-08,"  533,958 ","  1,535,376 ","  505,616 ","  287,313 ","  227,187 ","  156,043 ","  103,463 ","  131,975 ","  138,529 ","  118,874 ","  36,719 ","  85,021 ","  69,309 ","  38,995 ","  32,547 ","  25,554 ","  7,943 ","  14,155 ",  772 
2018-09,"  545,910 ","  1,536,452 ","  508,751 ","  290,057 ","  223,605 ","  156,083 ","  111,181 ","  131,667 ","  139,291 ","  119,562 ","  38,229 ","  85,402 ","  69,751 ","  38,792 ","  32,500 ","  25,670 ","  7,929 ","  14,149 ",  758 
2018-10,"  556,889 ","  1,536,379 ","  509,565 ","  291,162 ","  223,431 ","  156,679 ","  116,364 ","  131,955 ","  139,906 ","  120,478 ","  38,245 ","  85,995 ","  69,992 ","  38,954 ","  32,596 ","  25,712 ","  7,891 ","  14,021 ",  762 
2018-11,"  564,392 ","  1,539,124 ","  514,004 ","  296,674 ","  224,260 ","  157,561 ","  116,689 ","  132,739 ","  140,650 ","  121,146 ","  37,851 ","  86,054 ","  70,469 ","  39,104 ","  32,509 ","  25,800 ","  7,902 ","  14,078 ",  784 
2018-12,"  569,451 ","  1,540,585 ","  517,112 ","  299,945 ","  224,556 ","  160,249 ","  114,667 ","  132,887 ","  141,130 ","  121,971 ","  32,070 ","  87,510 ","  70,768 ","  38,600 ","  32,397 ","  25,843 ","  7,795 ","  14,246 ",  777 
2019-01,"  568,223 ","  1,543,581 ","  518,162 ","  302,323 ","  218,277 ","  160,218 ","  108,497 ","  133,171 ","  140,793 ","  123,062 ","  34,151 ","  85,504 ","  82,207 ","  38,275 ","  32,382 ","  25,798 ","  7,672 ","  14,425 ",  779 
2019-02,"  579,487 ","  1,545,126 ","  522,933 ","  308,946 ","  224,253 ","  160,847 ","  108,875 ","  133,922 ","  141,452 ","  123,833 ","  36,867 ","  86,670 ","  82,835 ","  38,606 ","  32,964 ","  25,963 ","  7,726 ","  14,189 ",  788 
2019-03,"  585,410 ","  1,543,391 ","  523,381 ","  311,230 ","  224,132 ","  160,511 ","  114,949 ","  133,649 ","  142,226 ","  123,811 ","  42,148 ","  87,493 ","  83,475 ","  39,125 ","  33,317 ","  26,114 ","  7,808 ","  14,365 ",  780 
2019-04,"  595,481 ","  1,543,263 ","  526,933 ","  317,447 ","  224,486 ","  161,593 ","  121,269 ","  134,025 ","  142,454 ","  124,805 ","  40,973 ","  87,711 ","  83,638 ","  39,981 ","  33,485 ","  26,231 ","  7,972 ","  14,303 ",  798 
2019-05,"  603,652 ","  1,541,544 ","  530,617 ","  321,359 ","  227,957 ","  162,427 ","  122,844 ","  134,659 ","  143,320 ","  125,346 ","  43,447 ","  87,913 ","  82,189 ","  40,529 ","  33,794 ","  26,293 ","  8,160 ","  14,335 ",  780 
2019-06,"  611,786 ","  1,539,462 ","  532,198 ","  324,463 ","  229,998 ","  163,438 ","  122,212 ","  134,463 ","  143,860 ","  126,041 ","  43,517 ","  87,526 ","  82,270 ","  40,853 ","  33,984 ","  26,357 ","  8,228 ","  14,373 ",  768 
2019-07,"  618,536 ","  1,539,802 ","  533,604 ","  328,901 ","  231,504 ","  164,890 ","  118,664 ","  135,131 ","  144,754 ","  130,627 ","  44,798 ","  88,260 ","  83,030 ","  41,260 ","  34,305 ","  26,550 ","  8,335 ","  14,579 ",  784 
2019-08,"  623,147 ","  1,536,171 ","  534,394 ","  330,911 ","  234,312 ","  165,443 ","  118,600 ","  135,686 ","  145,586 ","  130,818 ","  42,085 ","  86,638 ","  83,848 ","  41,716 ","  34,194 ","  26,534 ","  8,303 ","  14,768 ",  778 
2019-09,"  630,372 ","  1,535,211 ","  535,312 ","  331,945 ","  233,460 ","  166,053 ","  121,504 ","  135,213 ","  146,027 ","  131,082 ","  44,627 ","  87,412 ","  82,495 ","  41,272 ","  34,451 ","  26,735 ","  8,378 ","  14,534 ",  762 
2019-10,"  637,842 ","  1,533,893 ","  537,598 ","  335,951 ","  234,525 ","  166,297 ","  125,501 ","  135,685 ","  145,747 ","  132,071 ","  46,140 ","  87,523 ","  82,437 ","  41,335 ","  34,476 ","  26,799 ","  8,483 ","  14,613 ",  739 
2019-11,"  644,322 ","  1,535,731 ","  540,654 ","  338,825 ","  235,049 ","  167,132 ","  125,782 ","  136,164 ","  145,819 ","  132,374 ","  44,798 ","  87,880 ","  82,285 ","  41,275 ","  34,498 ","  26,812 ","  8,513 ","  14,617 ",  711 
2019-12,"  644,497 ","  1,534,957 ","  543,394 ","  341,638 ","  237,452 ","  167,425 ","  124,983 ","  135,853 ","  145,324 ","  133,003 ","  36,137 ","  87,511 ","  82,335 ","  40,798 ","  34,228 ","  26,825 ","  8,366 ","  14,548 ",  686 
2020-01,"  639,518 ","  1,530,479 ","  543,284 ","  339,671 ","  230,643 ","  168,416 ","  122,050 ","  136,995 ","  144,399 ","  133,091 ","  36,099 ","  86,168 ","  81,906 ","  40,403 ","  33,568 ","  26,716 ","  8,164 ","  14,721 ",  697 
2020-02,"  646,606 ","  1,533,532 ","  546,654 ","  340,756 ","  235,262 ","  169,987 ","  121,512 ","  137,809 ","  145,793 ","  133,750 ","  40,493 ","  87,163 ","  82,402 ","  40,368 ","  33,937 ","  26,786 ","  8,290 ","  14,539 ",  617 
2020-03,"  644,890 ","  1,531,504 ","  545,827 ","  331,463 ","  236,754 ","  171,049 ","  120,838 ","  137,333 ","  146,577 ","  132,288 ","  44,627 ","  87,450 ","  81,852 ","  39,962 ","  34,468 ","  27,078 ","  8,508 ","  15,084 ",  610 
2020-04,"  647,840 ","  1,533,766 ","  546,434 ","  329,153 ","  239,259 ","  171,459 ","  123,141 ","  137,665 ","  147,686 ","  130,226 ","  45,901 ","  87,335 ","  82,205 ","  39,839 ","  35,016 ","  27,332 ","  8,645 ","  14,930 ",  597 
2020-05,"  656,301 ","  1,532,576 ","  547,144 ","  331,611 ","  243,182 ","  172,711 ","  124,515 ","  137,589 ","  148,235 ","  130,017 ","  51,657 ","  87,532 ","  81,610 ","  39,971 ","  35,488 ","  27,458 ","  8,713 ","  14,949 ",  597 
2020-06,"  668,599 ","  1,530,828 ","  551,289 ","  338,101 ","  247,460 ","  173,687 ","  126,086 ","  138,570 ","  148,824 ","  129,866 ","  51,933 ","  87,455 ","  81,763 ","  40,024 ","  35,646 ","  27,421 ","  8,801 ","  15,068 ",  591 
2020-07,"  676,682 ","  1,530,806 ","  554,055 ","  342,616 ","  247,725 ","  174,888 ","  126,875 ","  139,941 ","  148,254 ","  129,618 ","  53,199 ","  87,912 ","  82,921 ","  39,866 ","  35,485 ","  27,466 ","  8,814 ","  15,283 ",  584 
2020-08,"  682,037 ","  1,528,300 ","  554,917 ","  344,739 ","  249,570 ","  175,682 ","  125,649 ","  141,093 ","  148,004 ","  129,161 ","  69,948 ","  88,438 ","  82,726 ","  39,858 ","  36,896 ","  27,595 ","  8,854 ","  15,344 ",  569 
2020-09,"  685,731 ","  1,531,268 ","  556,575 ","  339,120 ","  250,195 ","  177,452 ","  126,173 ","  142,106 ","  148,514 ","  128,716 ","  88,529 ","  89,049 ","  82,253 ","  39,568 ","  37,598 ","  27,763 ","  8,858 ","  15,412 ",  558 
2020-10,"  692,436 ","  1,535,912 ","  558,855 ","  337,855 ","  251,931 ","  178,706 ","  128,603 ","  143,124 ","  149,915 ","  128,777 ","  99,424 ","  89,015 ","  82,025 ","  39,389 ","  38,065 ","  27,827 ","  8,908 ","  15,236 ",  566 
2020-11,"  699,827 ","  1,540,249 ","  562,426 ","  340,226 ","  252,460 ","  179,843 ","  130,768 ","  144,186 ","  151,622 ","  128,807 ","  100,578 ","  89,133 ","  82,092 ","  39,304 ","  38,343 ","  27,889 ","  8,979 ","  15,340 ",  563 
2020-12,"  696,509 ","  1,546,493 ","  566,874 ","  337,347 ","  247,986 ","  180,756 ","  129,931 ","  146,259 ","  150,840 ","  129,332 ","  48,766 ","  89,391 ","  81,776 ","  38,392 ","  35,564 ","  27,900 ","  8,958 ","  15,334 ",  549 
2021-01,"  684,257 ","  1,557,481 ","  566,842 ","  325,285 ","  238,027 ","  181,127 ","  125,570 ","  146,853 ","  150,749 ","  128,805 ","  38,692 ","  88,404 ","  80,886 ","  37,044 ","  35,307 ","  27,806 ","  8,729 ","  15,197 ",  563 
2021-02,"  700,347 ","  1,568,134 ","  571,634 ","  322,977 ","  245,836 ","  183,562 ","  124,524 ","  148,203 ","  152,049 ","  129,389 ","  44,027 ","  89,436 ","  81,008 ","  37,253 ","  36,222 ","  27,991 ","  9,093 ","  15,391 ",  570 
2021-03,"  708,058 ","  1,570,976 ","  575,161 ","  323,791 ","  249,045 ","  184,829 ","  131,501 ","  148,540 ","  152,812 ","  129,153 ","  51,002 ","  89,954 ","  81,218 ","  37,815 ","  36,952 ","  28,270 ","  9,218 ","  15,593 ",  576 
2021-04,"  717,887 ","  1,571,149 ","  580,229 ","  327,701 ","  258,056 ","  186,721 ","  137,184 ","  147,843 ","  154,340 ","  129,081 ","  54,277 ","  90,553 ","  82,444 ","  38,671 ","  37,222 ","  28,462 ","  9,348 ","  15,586 ",  581 
2021-05,"  725,060 ","  1,572,957 ","  581,743 ","  330,815 ","  260,243 ","  187,610 ","  139,289 ","  148,708 ","  154,762 ","  128,691 ","  55,813 ","  90,611 ","  82,457 ","  39,237 ","  37,388 ","  28,447 ","  9,303 ","  15,621 ",  584 
2021-06,"  732,120 ","  1,574,153 ","  585,932 ","  333,957 ","  261,093 ","  188,869 ","  141,474 ","  149,837 ","  156,004 ","  128,735 ","  61,326 ","  91,230 ","  83,747 ","  39,902 ","  38,191 ","  28,458 ","  9,366 ","  15,432 ",  583 
2021-07,"  740,883 ","  1,576,695 ","  587,511 ","  334,502 ","  261,924 ","  190,773 ","  138,997 ","  151,446 ","  156,377 ","  128,772 ","  62,367 ","  91,530 ","  84,246 ","  40,569 ","  38,724 ","  28,550 ","  9,387 ","  15,380 ",  579 
2021-08,"  745,554 ","  1,577,160 ","  589,912 ","  333,997 ","  263,758 ","  191,435 ","  141,109 ","  150,460 ","  156,565 ","  129,085 ","  59,456 ","  92,162 ","  84,374 ","  40,534 ","  38,795 ","  28,760 ","  9,441 ","  15,563 ",  580 
2021-09,"  752,333 ","  1,581,356 ","  589,648 ","  332,562 ","  263,704 ","  192,804 ","  145,999 ","  151,839 ","  157,168 ","  129,249 ","  61,997 ","  92,443 ","  83,213 ","  40,407 ","  38,888 ","  28,884 ","  9,531 ","  15,794 ",  591 
2021-10,"  760,848 ","  1,584,680 ","  592,742 ","  332,862 ","  265,699 ","  193,828 ","  149,775 ","  152,895 ","  157,899 ","  128,999 ","  62,727 ","  92,938 ","  83,383 ","  40,560 ","  38,529 ","  28,962 ","  9,578 ","  15,719 ",  592 
2021-11,"  767,124 ","  1,590,269 ","  595,239 ","  336,362 ","  266,619 ","  195,411 ","  150,743 ","  153,893 ","  158,824 ","  128,728 ","  59,329 ","  93,895 ","  83,322 ","  40,599 ","  38,350 ","  28,994 ","  9,605 ","  15,774 ",  597 
2021-12,"  755,718 ","  1,592,557 ","  597,424 ","  340,974 ","  269,997 ","  195,572 ","  149,233 ","  154,304 ","  159,282 ","  128,689 ","  44,499 ","  94,615 ","  82,918 ","  40,312 ","  37,663 ","  28,946 ","  9,440 ","  15,784 ",  606 
2022-01,"  750,792 ","  1,602,363 ","  597,344 ","  340,744 ","  263,886 ","  196,545 ","  139,055 ","  154,804 ","  159,910 ","  127,675 ","  42,000 ","  93,705 ","  81,539 ","  39,559 ","  37,606 ","  28,790 ","  9,387 ","  15,695 ",  609 
2022-02,"  769,467 ","  1,606,480 ","  601,470 ","  342,235 ","  274,096 ","  198,979 ","  137,872 ","  155,771 ","  161,402 ","  128,622 ","  49,242 ","  94,114 ","  82,268 ","  39,608 ","  38,418 ","  28,902 ","  9,535 ","  15,759 ",  606 
2022-03,"  774,057 ","  1,609,852 ","  601,064 ","  340,138 ","  273,733 ","  200,733 ","  148,053 ","  156,224 ","  162,109 ","  128,879 ","  54,248 ","  94,896 ","  82,392 ","  39,947 ","  38,597 ","  29,174 ","  9,695 ","  15,756 ",  614 
2022-04,"  781,961 ","  1,614,243 ","  602,772 ","  343,253 ","  276,060 ","  202,430 ","  154,613 ","  156,942 ","  162,917 ","  129,547 ","  57,351 ","  95,669 ","  83,071 ","  40,834 ","  38,761 ","  29,297 ","  9,908 ","  15,652 ",  629 
2022-05,"  786,728 ","  1,614,385 ","  604,568 ","  345,884 ","  276,022 ","  203,008 ","  155,531 ","  158,238 ","  163,024 ","  129,590 ","  56,287 ","  95,852 ","  83,345 ","  41,683 ","  38,824 ","  29,533 ","  9,992 ","  16,049 ",  621 
2022-06,"  790,679 ","  1,613,777 ","  604,320 ","  348,394 ","  277,358 ","  203,905 ","  155,095 ","  159,565 ","  162,805 ","  129,408 ","  54,212 ","  96,185 ","  83,861 ","  42,048 ","  38,849 ","  29,767 ","  10,050 ","  16,003 ",  607 
2022-07,"  794,213 ","  1,614,622 ","  602,780 ","  350,555 ","  277,536 ","  204,860 ","  147,605 ","  161,801 ","  163,007 ","  129,060 ","  52,927 ","  96,578 ","  84,704 ","  42,976 ","  39,063 ","  29,992 ","  10,120 ","  16,071 ",  591 
2022-08,"  799,079 ","  1,615,761 ","  603,405 ","  353,551 ","  278,040 ","  206,154 ","  150,240 ","  162,352 ","  163,431 ","  129,191 ","  51,540 ","  97,550 ","  84,662 ","  43,185 ","  39,110 ","  30,080 ","  10,123 ","  15,865 ",  584 
2022-09,"  802,597 ","  1,617,919 ","  604,478 ","  352,586 ","  278,493 ","  207,094 ","  154,693 ","  163,239 ","  163,957 ","  129,288 ","  52,786 ","  98,139 ","  83,699 ","  42,739 ","  39,158 ","  30,159 ","  10,116 ","  15,821 ",  586 
2022-10,"  810,480 ","  1,620,027 ","  604,535 ","  353,723 ","  274,904 ","  208,011 ","  156,839 ","  163,591 ","  163,462 ","  129,508 ","  51,097 ","  98,303 ","  83,028 ","  42,822 ","  39,145 ","  30,223 ","  10,091 ","  15,780 ",  582 
2022-11,"  813,174 ","  1,616,906 ","  607,122 ","  353,478 ","  276,231 ","  208,271 ","  156,583 ","  163,730 ","  163,398 ","  129,679 ","  50,013 ","  96,713 ","  83,021 ","  42,222 ","  39,215 ","  30,256 ","  10,066 ","  15,808 ",  572 
2022-12,"  798,466 ","  1,623,792 ","  609,094 ","  355,812 ","  274,108 ","  208,974 ","  154,493 ","  163,631 ","  163,598 ","  130,490 ","  39,447 ","  96,121 ","  82,548 ","  41,556 ","  38,764 ","  30,245 ","  9,989 ","  15,865 ",  565 
2023-01,"  795,321 ","  1,631,918 ","  605,761 ","  354,961 ","  266,880 ","  209,251 ","  142,678 ","  163,707 ","  160,541 ","  129,547 ","  38,731 ","  94,722 ","  81,662 ","  40,238 ","  38,263 ","  30,159 ","  10,365 ","  15,895 ",  565 
2023-02,"  824,871 ","  1,653,935 ","  610,260 ","  358,305 ","  276,070 ","  211,279 ","  141,798 ","  164,508 ","  161,322 ","  130,045 ","  44,914 ","  95,271 ","  82,298 ","  40,676 ","  39,405 ","  30,322 ","  11,021 ","  15,834 ",  573 
2023-03,"  833,289 ","  1,669,854 ","  603,483 ","  366,094 ","  277,587 ","  212,113 ","  147,067 ","  165,662 ","  160,800 ","  130,497 ","  49,025 ","  95,377 ","  82,892 ","  41,238 ","  40,212 ","  30,328 ","  11,575 ","  15,827 ",  585 
2023-04,"  843,667 ","  1,676,677 ","  603,859 ","  371,135 ","  281,003 ","  213,371 ","  151,995 ","  166,554 ","  160,634 ","  130,759 ","  49,564 ","  95,153 ","  83,258 ","  41,890 ","  40,461 ","  30,408 ","  11,834 ","  15,738 ",  585 
2023-05,"  850,788 ","  1,679,259 ","  603,514 ","  374,638 ","  281,491 ","  215,713 ","  152,867 ","  167,688 ","  160,590 ","  131,169 ","  49,979 ","  94,951 ","  83,769 ","  42,247 ","  40,712 ","  30,521 ","  12,006 ","  15,797 ",  596 
2023-06,"  857,801 ","  1,682,648 ","  603,086 ","  378,044 ","  282,992 ","  216,159 ","  150,030 ","  168,133 ","  160,194 ","  131,499 ","  49,813 ","  95,056 ","  84,427 ","  42,506 ","  40,804 ","  30,795 ","  12,246 ","  15,766 ",  598 
2023-07,"  864,073 ","  1,680,674 ","  602,247 ","  379,976 ","  283,291 ","  218,302 ","  148,090 ","  168,805 ","  159,582 ","  131,251 ","  50,348 ","  94,818 ","  84,974 ","  43,412 ","  41,172 ","  30,898 ","  12,241 ","  15,768 ",  594 
2023-08,"  868,698 ","  1,680,598 ","  601,971 ","  382,334 ","  286,673 ","  217,227 ","  147,404 ","  169,248 ","  159,437 ","  131,649 ","  49,025 ","  95,114 ","  84,912 ","  43,455 ","  41,256 ","  30,896 ","  12,575 ","  15,829 ",  595 
2023-09,"  873,305 ","  1,684,210 ","  603,055 ","  381,780 ","  284,585 ","  216,615 ","  148,762 ","  169,299 ","  159,227 ","  132,335 ","  50,900 ","  95,218 ","  83,775 ","  42,897 ","  41,316 ","  30,969 ","  12,665 ","  15,858 ",  582 
2023-10,"  879,375 ","  1,684,578 ","  603,436 ","  383,431 ","  284,484 ","  217,155 ","  151,069 ","  169,758 ","  159,119 ","  132,638 ","  50,208 ","  94,354 ","  83,307 ","  42,738 ","  41,402 ","  30,907 ","  12,712 ","  15,737 ",  584 
2023-11,"  880,860 ","  1,688,029 ","  603,936 ","  383,795 ","  282,906 ","  217,919 ","  151,004 ","  170,245 ","  159,074 ","  132,669 ","  48,983 ","  94,641 ","  83,264 ","  42,456 ","  41,307 ","  30,928 ","  12,739 ","  15,761 ",  583 
2023-12,"  857,976 ","  1,690,319 ","  603,559 ","  384,345 ","  281,052 ","  217,744 ","  148,892 ","  169,212 ","  158,863 ","  133,340 ","  39,578 ","  94,466 ","  82,826 ","  41,455 ","  40,168 ","  30,847 ","  12,637 ","  15,793 ",  577 
2024-01,"  859,208 ","  1,689,216 ","  602,185 ","  383,488 ","  276,671 ","  217,848 ","  145,001 ","  168,644 ","  157,694 ","  132,671 ","  38,094 ","  93,795 ","  81,935 ","  40,401 ","  40,227 ","  30,720 ","  12,596 ","  15,539 ",  554 
2024-02,"  902,419 ","  1,692,510 ","  603,106 ","  386,699 ","  285,320 ","  218,912 ","  144,358 ","  169,468 ","  157,690 ","  133,444 ","  44,083 ","  94,227 ","  82,682 ","  40,739 ","  41,504 ","  30,819 ","  12,776 ","  15,436 ",  563 
2024-03,"  912,736 ","  1,695,519 ","  602,654 ","  384,849 ","  285,250 ","  218,961 ","  148,830 ","  169,349 ","  157,406 ","  133,694 ","  48,247 ","  94,833 ","  83,551 ","  41,193 ","  41,995 ","  30,897 ","  12,895 ","  15,590 ",  548 