업종코드,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,41,42,45,46,47,49,50,51,52,55,56,58,59,60,61,62,63,64,65,66,68,70,71,72,73,74,75,76,84,85,86,87,90,91,94,95,96
2011-03,65886,3126,0,31498,14387,6543,7777,33037,34886,1808,53574,19868,68673,25509,17007,97331,379687,34860,72926,134126,116871,7365,14445,16425,3654,12880,195,6209,14850,46,112912,6444,14452,194619,80984,65949,515,144,37373,3949,76704,33090,2139,856,35114,7772,6918,20449,334,1338,66078,24719,24448,58677,4128,32313,85385,3555,32512,73501,139882,131234,7106,16290,11037,27756,22476
2011-04,66053,3151,1,31545,14655,6551,7736,33269,34977,1839,53868,20019,68830,25604,17288,98140,379896,35152,72169,135325,118033,7453,14590,16683,3648,12982,193,6548,14755,45,113166,6502,14575,196729,82585,66233,574,152,37799,3981,79155,33436,2200,844,35037,7786,7038,20477,351,1359,66886,25031,25290,59714,4227,33780,88535,3732,36623,81005,141220,133537,7567,16586,11099,27690,23011
2011-05,66465,3188,2,31560,14667,6559,7620,32408,34925,1852,53701,19801,68585,25667,17191,98283,380105,35223,72203,135597,114925,7497,14585,16650,3699,13179,193,6849,14915,49,113336,6791,14520,199237,83568,66093,539,152,37902,3925,79953,34927,2521,850,35031,7799,7719,20391,370,1363,66319,24534,25395,59996,4282,35708,89480,3690,37189,84728,141827,135038,7756,16749,11055,27664,23356
2011-06,66694,3220,3,31574,14691,6570,7583,32467,34878,1835,53660,19773,68664,25368,17286,98766,381819,35419,72359,136286,115593,7512,14652,16677,3567,13214,196,6580,14928,54,113181,6692,14487,200445,84075,65871,537,156,37964,3941,80774,35465,2429,839,35023,7828,7690,20477,367,1358,65616,24782,24643,59714,4335,36710,88825,3723,33647,84035,142623,135911,7971,16949,11076,28154,23214
2011-07,66992,3245,3,31483,13075,6604,7457,32355,34993,1845,53891,19826,68231,25899,17322,99247,384449,35866,72572,137807,116864,7544,14740,16760,3587,13162,196,6438,14902,50,113359,6498,14740,201946,85246,65817,546,140,37143,3988,81839,35819,2238,810,34893,8203,7879,20472,370,1356,66093,24788,24596,60731,4279,36772,89324,3739,33098,78043,143189,136721,8089,16787,11041,28373,23436
2011-08,67049,3264,2,31018,13056,6572,7424,32301,34987,1844,53890,19821,68416,25903,17380,99547,388251,36330,72293,138211,118359,7512,14780,16729,3639,13178,198,6616,14860,52,112975,6503,15445,201871,85757,65373,576,144,37511,3985,82827,35771,2221,800,34969,8227,7808,20488,368,1344,66029,24676,24956,60812,4323,39097,89965,3791,35075,77509,143496,136584,8211,16915,9872,28021,23408
2011-09,68084,3273,2,31292,13344,6553,7451,32511,35080,1865,54167,19865,68807,26091,17391,99648,393192,36529,71614,138851,119059,7581,14799,16796,3617,13008,198,6608,14973,56,113159,6507,15331,203266,86467,65633,572,148,37946,4000,83357,35991,2272,815,35202,8247,7830,20553,368,1352,66538,24133,24789,61738,4393,39118,91989,3763,33093,79872,144363,138531,8212,17317,9871,28060,23581
2011-10,68144,3307,2,31156,13148,6529,7442,32536,35155,1841,54200,19845,69005,25995,17138,99684,391924,36558,71286,139137,119770,7593,14769,16843,3623,12882,199,6588,14983,51,113491,6502,15365,204225,87462,65404,575,146,37806,4001,84180,36108,2276,816,35132,8162,7927,20548,371,1344,66646,24143,25234,61445,4530,38869,92494,3805,35365,85253,144602,142382,8122,17354,9977,27793,23580
2011-11,68493,3268,2,31254,13153,6495,7529,32445,35002,1853,54664,19914,69192,26006,17205,100109,392964,36757,71727,139718,120431,7712,14880,17090,3657,12868,200,6590,14950,56,113641,6459,15659,205953,88124,65524,579,146,38160,4115,85792,37094,2365,816,35174,8149,7976,20588,381,1344,67046,24099,25263,61643,4522,39089,93444,3853,35921,86722,145431,144459,8098,17383,10007,27725,23873
2011-12,69526,3266,1,31509,13100,6532,7590,32352,35199,1861,54625,19913,69623,26195,17294,100579,393957,37076,72095,140731,121015,7706,14945,17067,3656,12870,200,6255,14858,67,114362,6334,15798,207469,89009,65810,626,138,38563,4166,87303,37958,2398,855,35221,8132,7950,20636,392,1349,66717,24131,24512,61721,4546,39445,93406,3870,29557,85103,146542,146619,7877,17277,9960,28126,23940
2012-01,69751,3229,1,31623,13225,6528,7552,32276,35099,1836,54885,19925,69693,26252,17307,100604,395085,37588,72324,141331,121890,7600,15048,16988,3649,12648,199,6075,14753,68,113700,6224,16064,208542,89065,66039,593,134,38717,4137,87371,38261,2394,960,35330,8303,7796,20703,399,1345,66614,24451,24839,61287,4593,37796,89714,3797,30618,75917,146145,146306,7699,17613,9595,28359,23832
2012-02,70143,2532,1,31813,13185,6496,7563,32711,35159,1809,55144,20015,69940,26220,17076,101073,393207,38163,72911,143706,122297,8165,15080,17718,3713,12794,199,6221,14913,66,114493,6109,15502,210070,90047,65711,582,134,39070,4152,88157,39096,2302,951,35558,8362,7778,20680,407,1351,66906,24284,25323,61713,4661,38538,91388,3795,33522,74697,147157,148588,7683,17693,9776,28466,23765
2012-03,69956,2549,0,31821,13035,6478,7504,32661,35322,1786,55453,19927,70260,25908,17123,101392,396249,38468,72772,144377,122710,8212,14969,17803,3651,12910,202,6174,14851,106,115247,6113,15646,210883,90835,65686,553,130,38642,4133,88894,39640,2348,995,35344,8494,7849,20685,406,1349,67865,24612,25332,61789,4636,39041,92457,3850,35263,83187,149562,151837,7773,17784,9948,28523,24042
2012-04,70275,2543,0,31644,13129,6470,7504,32718,35368,1788,55742,19961,70623,25379,17342,101546,375403,38482,72576,145950,122434,8213,15015,17790,3652,12971,201,6733,14887,107,115504,6140,15826,211216,91507,65774,553,138,38541,4120,90294,39699,2361,986,35292,8593,8188,20631,371,1359,68130,24989,26135,62190,4692,39941,93388,3883,38316,89576,151102,154479,7870,18092,10567,28514,24381
2012-05,70806,2515,1,31866,13200,6422,7481,32736,35658,1816,56014,20378,71082,25457,17338,101930,393518,38503,72631,146314,123312,8240,15065,17869,3650,13165,204,6988,15033,93,115946,6190,15847,209570,91925,65849,555,138,38925,4109,91747,40404,2393,989,35384,8582,11135,20647,362,1371,68263,25196,26167,62691,4781,40813,94496,3900,38042,92141,152573,156073,8027,18158,10747,28388,24467
2012-06,70644,2533,0,31907,13009,6356,7446,32912,35990,1815,56000,20453,71567,25519,17551,102300,394446,38716,72787,146525,124225,8314,15029,17879,3700,13305,206,6961,15125,91,115075,6425,15925,211064,92312,65804,542,134,39375,4153,93124,41167,2372,1048,35518,8698,11134,20729,367,1351,68470,25212,26729,62992,4823,41055,96954,3908,35465,92068,153200,157916,8709,18161,10810,28529,24619
2012-07,70678,2519,1,31958,12998,6448,7384,33012,35846,1801,56065,20405,71669,25465,17554,102470,404057,38817,73097,146949,124210,8403,15127,17874,3796,13388,209,6666,15258,58,114884,6279,16160,212123,93236,65922,547,128,39656,4220,94533,41677,2376,1021,35560,8996,11347,20761,361,1375,68807,25303,26850,63479,4877,40882,97071,3900,37589,87245,153005,159397,8810,18403,10837,28503,24735
2012-08,70763,2545,1,32099,12951,6533,7343,33133,36130,1783,56511,20432,72158,25403,17776,102613,408767,38955,73393,147144,124174,8328,15073,17765,3768,13349,209,6889,15327,79,114939,6125,16314,213368,93746,65872,542,126,39585,4275,97257,42064,2387,1029,35623,9009,11457,20931,356,1431,69110,25431,26816,63929,4933,40868,96209,3929,38486,86886,153481,160932,9022,18878,10939,28527,24844
2012-09,71280,2508,1,32423,13063,6623,7362,33299,36680,1778,56950,20556,73004,25414,17953,103389,411894,39175,73795,147809,125076,8406,15096,17866,3683,13433,211,6774,15378,79,114776,5977,16479,214014,94357,66045,540,126,39561,4301,99487,42133,2267,1102,35814,8914,11594,20989,422,1466,76711,25570,26573,56711,4931,41027,96532,3899,33498,92823,154324,163701,8994,19010,10869,28423,25326
2012-10,71403,2498,1,32466,12757,6618,7308,33487,36773,1782,56797,20706,73646,25444,17852,103846,413118,39274,72602,147648,132979,8403,15013,17979,3872,13407,213,6802,15300,86,114220,5918,16660,214567,94399,66008,544,124,40229,4293,99850,42406,2281,1081,35887,8850,11621,20981,420,1471,76886,27297,26653,56429,4898,41301,97746,3931,35640,96278,154528,165769,9014,19019,10861,28448,24562
2012-11,72170,2517,1,32508,12814,6647,7333,33719,36837,1774,57308,20872,74101,25272,17862,104168,416191,39660,72775,147837,133554,8440,15051,18025,3944,13509,215,7107,15305,55,114192,5775,16907,215512,94644,66255,547,122,41164,4318,102222,42898,2309,1036,35900,8909,10887,21064,421,1446,78497,27712,26102,56545,4951,41624,100640,3947,35947,97231,155054,167038,9007,19004,10764,28480,23880
2012-12,73169,2574,1,32519,12972,6593,7377,33742,36859,1780,57732,21007,74263,25285,17957,104702,418613,40007,73095,147020,134150,8435,15059,18123,3936,13512,211,6942,15288,39,114050,5695,17113,215733,95189,66409,582,122,41176,4363,103098,43078,2342,1030,35191,8926,10876,21126,420,1456,78476,27843,27113,56572,5009,41617,104229,3939,29763,93603,155905,167201,8980,18737,10709,28590,24099
2013-01,73512,2538,1,32653,13171,6393,7385,33786,36580,1755,58075,21009,74610,25071,17767,104685,422373,40340,73281,146628,135748,8397,15023,18148,4068,13480,211,6867,15351,87,113168,5414,17333,224207,95663,66265,583,126,40989,4303,103704,45013,2351,974,35457,9014,10611,21092,428,1467,77113,27515,28153,55890,4785,41141,104785,3923,31378,84423,155908,166906,8288,18454,10465,28691,24048
2013-02,73815,2186,1,32718,13158,6431,7457,34028,37126,1778,58840,20385,75254,25169,17831,104894,424878,40685,73329,147361,136323,8451,15022,18155,4054,13342,209,6955,15455,141,112895,5414,17581,226686,96344,66288,575,122,41640,4306,104445,45652,2375,967,35559,9055,10341,21088,459,1486,77262,27774,28553,56024,4752,41083,107655,3942,34321,83807,157132,171087,8283,18557,10718,28800,23920
2013-03,73967,2182,1,32901,13060,6425,7522,34077,37136,1768,58995,20042,75463,25001,17825,105593,425200,40877,73287,147853,136920,8572,15060,18167,4061,13464,209,7193,15505,141,113227,5338,17468,227381,97133,66412,564,120,42023,4803,106922,45879,2345,960,35368,9007,10432,21157,450,1465,77611,28336,28714,56401,4825,41015,107896,3903,36484,89500,159671,171770,8395,18952,10887,28815,23969
2013-04,74311,2170,1,33018,13105,6496,7570,34253,37281,1759,59361,20127,75502,24914,17725,105742,426124,41630,73498,148337,137526,8604,15049,18196,4079,13492,209,7182,15279,201,113327,5319,17481,228818,97120,66215,540,120,42608,4776,110242,47066,2340,958,35417,8891,10038,20796,450,1685,77632,28503,28870,56183,4860,40801,109412,3934,34519,95246,160517,176962,8860,19452,11614,28919,24013
2013-05,74657,2185,0,33347,13022,6603,7653,34241,37518,1752,59640,20154,76313,25040,17671,106513,427392,41725,73737,148805,137780,8737,15017,18269,4093,13550,210,7136,15366,301,113664,5430,17530,230080,97790,66395,545,118,42400,4832,113111,47781,2314,946,35468,8877,10079,20830,449,1600,78010,28928,29127,56486,4973,41183,111033,3979,36634,96492,162047,179791,9132,19642,11739,28971,24070
2013-06,75351,2419,0,33534,13093,6594,8107,34280,37831,1759,60024,20325,76409,24940,17225,107286,428398,42300,73908,149644,137575,8768,14525,18400,4065,14134,210,7340,15047,345,113892,5003,17690,231975,99094,66347,512,120,42946,4832,115214,48706,2297,953,35458,8844,10108,20839,444,1628,78481,29014,29462,56632,5006,41623,112553,3864,36429,95091,162975,184041,9253,19678,11809,29094,24489
2013-07,76085,2429,0,33804,13862,6465,8068,34052,37999,1775,60438,20410,76722,24890,17315,107429,428932,42836,73913,150247,137442,8684,14551,18403,4089,14303,211,7469,15086,446,113993,4944,17905,232392,100308,66249,505,122,43031,4576,116479,48771,2289,964,35547,9162,10285,20774,437,1623,78384,29139,29549,56857,5083,41976,112242,3764,37355,88173,163109,187189,9406,19788,11893,29354,24358
2013-08,76326,2395,0,33910,13893,6466,8032,34061,38029,1777,60625,20475,77360,24927,17281,107076,429854,43165,74408,151964,137561,8701,14520,18521,4024,14380,209,7340,14981,375,113679,4971,18102,233956,101984,66096,500,120,42441,4754,119503,48891,2403,981,36637,9142,10344,20745,435,1649,78657,29172,29806,57203,5093,41590,112576,3835,33728,87734,163658,190212,9235,20010,12001,29451,24392
2013-09,76485,2392,0,33993,13934,6497,8066,34025,38122,1755,61076,20488,78032,25223,17291,107850,431455,43398,75114,152526,137949,8788,14453,18582,4381,14401,218,7391,14959,467,113967,5168,18356,234840,102788,66250,504,116,42504,4773,121258,48826,2412,976,36569,9135,10413,20725,437,1659,78801,29276,29761,57054,5073,41282,113661,3742,36065,89876,164141,194236,9300,20000,11989,29539,24440
2013-10,76830,2329,0,34080,14070,6369,8125,33874,38634,1689,62565,20399,78130,24953,16845,107813,432341,43855,75050,154659,136705,8945,14267,18422,3880,14137,220,7324,15087,477,113481,5101,18472,234836,103698,66207,501,130,42556,4910,122451,51262,2453,976,36392,9254,10104,20675,441,1622,78631,29153,29906,56916,5120,41642,114375,3737,35924,95129,164916,200432,9333,19984,12117,29250,24414
2013-11,77251,2347,0,34098,14135,6459,8255,34194,38715,1700,63075,20484,78814,24991,16586,108609,433928,44091,75517,155861,137366,9059,14290,18528,3822,14037,208,7122,15199,480,113623,5288,18625,236708,105209,66632,513,132,44417,4925,126140,51820,2443,904,36253,9285,9950,20672,763,1319,78910,28669,30487,57444,5155,41256,118328,3721,35047,95328,165945,203432,9246,19980,12483,29253,23356
2013-12,77664,2444,1,34106,14125,6381,8380,34025,39552,1736,63548,20704,79107,25065,16045,108754,429012,44549,75569,161049,136804,9594,14167,19103,3865,14212,208,6925,15246,366,113223,5288,19182,237327,105487,66754,561,134,44399,4899,128038,53994,2361,941,36288,9141,9765,20664,766,1278,78705,28523,30811,56318,5293,40944,119191,3694,29753,92737,166377,203406,6623,19641,12427,30273,22779
2014-01,78631,2365,1,34285,14190,6442,8515,33917,39637,1685,63774,20795,80410,24816,15849,109291,425889,44774,76436,162802,137296,9838,14135,19375,3922,14170,207,6997,15477,314,112907,5020,19394,239064,106292,67104,690,132,43725,4900,129527,54963,2236,946,36359,11271,7119,20605,750,1414,79229,27865,33632,56980,5334,40357,123563,3734,30583,83753,166601,203044,6448,19541,12178,30421,21579
2014-02,78958,2361,1,34361,14091,6369,8670,33901,39578,1596,64120,20818,81043,24561,15765,110119,425306,44475,76670,165096,138014,9847,14080,19379,4006,14972,202,7063,15553,335,113230,5055,19547,240422,107127,66875,671,130,43891,4882,129673,55432,2301,944,36354,11354,7108,20569,741,1413,79573,28034,34345,57005,5367,41427,124686,3715,32156,82919,167809,207473,5838,19595,12488,30510,21697
2014-03,79026,2352,1,34416,14156,6398,8687,33545,39654,1579,64374,20804,81308,24566,15535,109855,425468,44549,77145,165613,138587,9970,14078,19547,4026,15245,202,7410,15498,362,112273,5164,19396,242015,107288,66773,485,202,43386,4880,131203,55858,2387,962,36309,11300,7246,20567,786,1495,79767,28133,34808,56971,5422,41580,128543,3726,34412,87911,169788,208937,6034,19871,12651,30487,22061
2014-04,78898,2405,1,34846,13919,6493,8793,33517,39590,1637,65174,20624,81346,24633,15325,110726,423277,45058,78305,167711,138839,9953,14067,19554,4037,15374,206,7312,15553,360,112636,5395,19293,243053,108716,67006,486,202,43802,4892,133875,55970,2354,960,30557,11181,7145,20590,793,1503,80655,28212,34959,57093,5467,41697,130347,3775,33009,95031,171476,211652,6482,20302,12863,30375,22162
2014-05,78741,2419,1,35051,13659,6567,8846,33340,39859,1678,66406,20871,82619,24550,14597,112750,418857,45068,78086,168751,138725,10176,13918,19677,3884,15545,213,7684,15617,296,113462,4862,19328,245426,110101,67040,464,204,42399,4715,136225,56151,2131,948,27482,11073,7077,20406,799,1638,81503,26351,36457,57325,5449,42630,134570,3748,35273,95909,172949,213834,6385,20505,12999,30706,21848
2014-06,78854,2429,1,35129,13631,6483,8998,33162,39999,1532,66724,21039,83718,24079,14162,113219,415168,45052,78246,169232,137353,10644,13920,20093,3311,15267,210,7644,15844,301,113883,4791,19391,246097,110919,66667,270,190,42077,4653,137785,55998,2176,924,27658,11034,6313,20314,796,1641,81035,25684,38266,57334,5453,42736,140161,3595,34307,94645,173125,217087,6568,20819,13164,30211,20989
2014-07,78936,2415,1,35103,13579,6424,9007,33090,39895,1522,66962,21027,84153,24059,14137,113624,414301,44949,78300,169943,137237,10651,13991,20055,3326,15274,207,7757,15916,294,113835,4707,19257,247369,112149,66627,278,192,42076,4733,139649,57088,2160,915,27430,11363,5842,20321,823,1613,81473,26274,39150,57551,5479,43158,139085,3575,35164,89117,174086,219803,6576,21003,13232,30262,20806
2014-08,79308,2432,2,35058,13841,6469,9051,33192,39881,1545,66694,21133,84596,24252,14053,114391,413895,45051,78598,170136,137421,10670,14127,20093,3369,15327,204,7799,15957,308,114584,4932,19572,248158,113731,66652,273,188,42208,4864,142759,57152,2168,862,27308,11352,5922,20342,827,1642,81901,25315,39199,57456,5567,43453,140499,3570,31602,88638,174690,221468,6657,21105,13502,30436,20792
2014-09,79318,2431,2,35172,13865,6443,9096,33353,40129,1527,66769,21171,84839,24080,14034,114882,413164,45244,78967,170294,137796,10658,14173,20153,3396,15118,200,7794,15934,307,114303,4828,19477,249979,114504,66607,272,192,42246,4902,144766,57107,2236,857,27322,11373,5879,20333,831,1628,81988,25320,39289,57270,5552,43460,140311,3522,33004,91696,174693,224641,6452,20813,13511,30360,20972
2014-10,79490,2439,2,35065,13781,6431,9105,33369,39723,1516,66961,21128,85046,24061,13957,114998,411309,45569,79371,170925,137122,10536,14246,20016,3392,15252,199,7800,15978,273,114437,4679,19596,250689,115078,66743,273,192,42145,4880,147626,56883,2202,849,27302,11985,5943,20367,839,1638,82001,25560,39569,57460,5533,43849,141243,3571,32248,96599,175537,228086,6456,20808,13605,30347,21136
2014-11,79388,2415,4,35039,13789,6487,9202,33486,39589,1523,67197,21485,85462,24196,13816,115389,410129,45789,79557,171981,137503,10610,14285,20156,3429,11977,200,7777,15959,285,114809,4556,19727,252765,116483,66821,270,192,43039,4881,151315,56909,2218,848,27229,11995,5183,20278,841,1636,82359,25707,40119,57399,5551,44061,142723,3612,32138,97430,176007,230207,6272,20861,13660,30596,21402
2014-12,79973,2438,6,35007,13740,6497,9188,33667,39719,1536,67558,21742,85997,24249,13912,115899,409426,45849,79578,172723,138066,10722,14518,20395,3187,12203,209,7473,15999,239,109732,4462,19837,254552,117737,67268,392,196,43853,5159,153257,57064,2269,847,27166,12231,5054,20289,848,1637,82515,25653,40355,57614,5394,43572,142602,3640,25369,94741,176785,230175,6092,20238,13674,30625,21320
2015-01,79990,2408,5,35474,13483,6491,9214,33835,39643,1540,67646,21019,86056,24345,13969,115792,410080,45955,79538,172998,135706,12588,14579,20355,3167,12305,210,7312,15914,246,109023,3982,20010,256627,118249,67323,445,198,43362,5577,152519,57365,2255,852,27008,12507,5089,20325,822,1638,81720,25633,40538,57441,5370,42251,137792,3601,26297,87402,175982,229379,5867,19929,12930,30787,21465
2015-02,80488,2395,5,35318,13479,6441,9278,33961,39740,1557,67962,21185,86574,24599,13977,116297,410443,46447,80276,174161,136406,12514,14787,20203,3045,12259,212,7613,16039,276,110045,4077,20120,259317,120720,67531,411,196,43363,5636,153862,57746,2287,850,26991,12595,5147,20401,819,1639,82643,25581,41245,57810,5450,43743,141042,3650,28335,87020,177384,233500,5821,20348,13092,30791,21540
2015-03,80751,2401,9,35381,13518,6409,9227,34017,39809,1532,68142,21289,86454,24637,13931,115909,410259,46351,80415,174086,136272,12495,14876,20154,3091,12176,219,7841,15946,371,110179,4144,20350,259207,120265,67582,252,212,36534,5269,154226,57715,2695,857,26925,12560,5061,20325,823,1631,83203,25212,41716,58144,5417,44223,141287,3694,31711,89605,179409,232245,5667,20571,13763,30541,21597
2015-04,81112,2417,5,35266,13489,6472,9216,34100,39831,1544,68440,21483,87110,24781,13947,116145,407680,46367,80882,175176,136480,12554,15046,20251,3107,12115,219,8020,16011,337,110792,4221,20418,262495,122380,67930,250,210,36748,5190,157970,58320,2742,858,27013,12561,7418,20359,819,1644,83593,25319,42225,58168,5455,44457,145528,3774,29459,96199,181397,237535,6148,21109,14684,30281,21742
2015-05,81443,2447,5,35244,13552,6528,9251,34082,39988,1545,68315,21752,87490,24984,14034,116622,407389,46034,80813,175562,136948,12567,15117,20317,3134,12203,224,8227,16121,343,111408,4258,20543,264614,123792,68128,250,208,37049,5261,161467,58409,2814,855,27002,12586,7463,20389,832,1669,77489,25317,42562,59140,5562,45226,146753,3786,32105,97268,182460,240775,6709,21177,14770,30287,21925
2015-06,81075,2471,4,35039,13355,6446,9340,34189,40040,1559,68910,21748,87805,25033,14008,116068,404783,46136,81230,176229,137781,12631,15252,20404,3128,12486,223,8344,16038,336,111636,4335,20547,266257,124244,68060,248,204,38128,5254,165596,58387,2745,849,26920,12615,7446,20480,844,1667,77605,25348,42409,59416,5618,45224,146132,3830,32637,95059,182840,243239,6868,21230,14917,29994,22138
